0,1
Date,Gold Price per Gram
Current Price,31588.4 LKR
21-Nov-2018,7038.2  LKR
20-Nov-2018,6950.4  LKR
19-Nov-2018,6964  LKR
18-Nov-2018,6875.1  LKR
17-Nov-2018,6875.1  LKR
16-Nov-2018,6933.6  LKR
15-Nov-2018,6879.2  LKR
14-Nov-2018,6857.9  LKR
13-Nov-2018,6785.1  LKR
12-Nov-2018,6778.4  LKR
11-Nov-2018,6685.9  LKR
10-Nov-2018,6685.9  LKR
09-Nov-2018,6685.5  LKR
08-Nov-2018,6751  LKR
07-Nov-2018,6889  LKR
06-Nov-2018,6773.5  LKR
05-Nov-2018,6887.5  LKR
04-Nov-2018,6815.8  LKR
03-Nov-2018,6815.8  LKR
02-Nov-2018,6816.7  LKR
01-Nov-2018,6833.9  LKR
31-Oct-2018,6724.4  LKR
30-Oct-2018,6850.2  LKR
29-Oct-2018,6855.6  LKR
28-Oct-2018,6849.9  LKR
27-Oct-2018,6849.9  LKR
26-Oct-2018,6853.8  LKR
25-Oct-2018,6829.5  LKR
24-Oct-2018,6832.7  LKR
23-Oct-2018,6819.5  LKR
22-Oct-2018,6775  LKR
21-Oct-2018,6750.4  LKR
20-Oct-2018,6750.4  LKR
19-Oct-2018,6751.2  LKR
18-Oct-2018,6738.1  LKR
17-Oct-2018,6717  LKR
16-Oct-2018,6717.7  LKR
15-Oct-2018,6707.6  LKR
14-Oct-2018,6630.1  LKR
13-Oct-2018,6633.7  LKR
12-Oct-2018,6637.8  LKR
11-Oct-2018,6723.7  LKR
10-Oct-2018,6560.8  LKR
09-Oct-2018,6534.1  LKR
08-Oct-2018,6510.7  LKR
07-Oct-2018,6549.8  LKR
06-Oct-2018,6549.8  LKR
05-Oct-2018,6575.8  LKR
04-Oct-2018,6548.1  LKR
03-Oct-2018,6536.7  LKR
02-Oct-2018,6533.6  LKR
01-Oct-2018,6457.2  LKR
30-Sep-2018,6476.4  LKR
29-Sep-2018,6476.4  LKR
28-Sep-2018,6473.6  LKR
27-Sep-2018,6433.1  LKR
26-Sep-2018,6476.1  LKR
25-Sep-2018,6504.4  LKR
24-Sep-2018,6490.9  LKR
23-Sep-2018,6473.6  LKR
22-Sep-2018,6490.5  LKR
21-Sep-2018,6491.1  LKR
20-Sep-2018,6541.4  LKR
19-Sep-2018,6456.8  LKR
18-Sep-2018,6380  LKR
17-Sep-2018,6359.3  LKR
16-Sep-2018,6271.6  LKR
15-Sep-2018,6272.9  LKR
14-Sep-2018,6278.6  LKR
13-Sep-2018,6275.9  LKR
12-Sep-2018,6290.5  LKR
11-Sep-2018,6234.9  LKR
10-Sep-2018,6231  LKR
09-Sep-2018,6228.4  LKR
08-Sep-2018,6221.6  LKR
07-Sep-2018,6222.9  LKR
06-Sep-2018,6227.5  LKR
05-Sep-2018,6232.6  LKR
04-Sep-2018,6202.9  LKR
03-Sep-2018,6229.5  LKR
02-Sep-2018,6227.8  LKR
01-Sep-2018,6227.8  LKR
31-Aug-2018,6219.9  LKR
30-Aug-2018,6222  LKR
29-Aug-2018,6249.9  LKR
28-Aug-2018,6218.3  LKR
27-Aug-2018,6260.4  LKR
26-Aug-2018,6203.9  LKR
25-Aug-2018,6203.9  LKR
24-Aug-2018,6204  LKR
23-Aug-2018,6122.2  LKR
22-Aug-2018,6168.7  LKR
21-Aug-2018,6156.6  LKR
20-Aug-2018,6129.1  LKR
19-Aug-2018,6100  LKR
18-Aug-2018,6100  LKR
17-Aug-2018,6096  LKR
16-Aug-2018,6044.5  LKR
15-Aug-2018,6045  LKR
14-Aug-2018,6142.3  LKR
13-Aug-2018,6129.8  LKR
12-Aug-2018,6223.9  LKR
11-Aug-2018,6223.9  LKR
10-Aug-2018,6227.2  LKR
09-Aug-2018,6225.3  LKR
08-Aug-2018,6228.3  LKR
07-Aug-2018,6206.1  LKR
06-Aug-2018,6189.4  LKR
05-Aug-2018,6221.6  LKR
04-Aug-2018,6221.6  LKR
03-Aug-2018,6225.8  LKR
02-Aug-2018,6197.7  LKR
01-Aug-2018,6230  LKR
31-Jul-2018,6277.1  LKR
30-Jul-2018,6261.1  LKR
29-Jul-2018,6267  LKR
28-Jul-2018,6267  LKR
27-Jul-2018,6268.1  LKR
26-Jul-2018,6265.3  LKR
25-Jul-2018,6310  LKR
24-Jul-2018,6275.8  LKR
23-Jul-2018,6270.4  LKR
22-Jul-2018,6279.9  LKR
21-Jul-2018,6279.9  LKR
20-Jul-2018,6319.8  LKR
19-Jul-2018,6283.2  LKR
18-Jul-2018,6299.4  LKR
17-Jul-2018,6302.9  LKR
16-Jul-2018,6368.4  LKR
15-Jul-2018,6356.8  LKR
14-Jul-2018,6356.8  LKR
13-Jul-2018,6358.2  LKR
12-Jul-2018,6377.2  LKR
11-Jul-2018,6348.1  LKR
10-Jul-2018,6420.5  LKR
09-Jul-2018,6410.4  LKR
08-Jul-2018,6391.1  LKR
07-Jul-2018,6391.1  LKR
06-Jul-2018,6414.1  LKR
05-Jul-2018,6411.7  LKR
04-Jul-2018,6402.4  LKR
03-Jul-2018,6370.8  LKR
02-Jul-2018,6307.1  LKR
01-Jul-2018,6367.2  LKR
30-Jun-2018,6367.2  LKR
29-Jun-2018,6363.7  LKR
28-Jun-2018,6342.8  LKR
27-Jun-2018,6367.8  LKR
26-Jun-2018,6399.2  LKR
25-Jun-2018,6452.2  LKR
24-Jun-2018,6467.7  LKR
23-Jun-2018,6475.9  LKR
22-Jun-2018,6482.7  LKR
21-Jun-2018,6486.3  LKR
20-Jun-2018,6514.1  LKR
19-Jun-2018,6549.4  LKR
18-Jun-2018,6562.5  LKR
17-Jun-2018,6557.3  LKR
16-Jun-2018,6557.3  LKR
15-Jun-2018,6564.1  LKR
14-Jun-2018,6676.2  LKR
13-Jun-2018,6663.9  LKR
12-Jun-2018,6636.4  LKR
11-Jun-2018,6644.4  LKR
10-Jun-2018,6604.9  LKR
09-Jun-2018,6604.9  LKR
08-Jun-2018,6630.7  LKR
07-Jun-2018,6615.2  LKR
06-Jun-2018,6610.5  LKR
05-Jun-2018,6603.2  LKR
04-Jun-2018,6578.1  LKR
03-Jun-2018,6599.5  LKR
02-Jun-2018,6580.6  LKR
01-Jun-2018,6584.1  LKR
31-May-2018,6602.8  LKR
30-May-2018,6600.7  LKR
29-May-2018,6595.9  LKR
28-May-2018,6577.1  LKR
27-May-2018,6601.1  LKR
26-May-2018,6601.1  LKR
25-May-2018,6596.1  LKR
24-May-2018,6618.4  LKR
23-May-2018,6555.4  LKR
22-May-2018,6548.3  LKR
21-May-2018,6545.7  LKR
20-May-2018,6543.2  LKR
19-May-2018,6543.2  LKR
18-May-2018,6542.1  LKR
17-May-2018,6550  LKR
16-May-2018,6550.3  LKR
15-May-2018,6558.3  LKR
14-May-2018,6664.4  LKR
13-May-2018,6669.2  LKR
12-May-2018,6680.1  LKR
11-May-2018,6687.1  LKR
10-May-2018,6704.4  LKR
09-May-2018,6657.7  LKR
08-May-2018,6646.8  LKR
07-May-2018,6644.4  LKR
06-May-2018,6655.3  LKR
05-May-2018,6655.3  LKR
04-May-2018,6656.8  LKR
03-May-2018,6640.3  LKR
02-May-2018,6601.2  LKR
01-May-2018,6603.1  LKR
30-Apr-2018,6663.2  LKR
27-Apr-2018,6690.1  LKR
26-Apr-2018,6682.2  LKR
25-Apr-2018,6690.8  LKR
24-Apr-2018,6695.7  LKR
23-Apr-2018,6663.9  LKR
20-Apr-2018,6708.5  LKR
19-Apr-2018,6760.6  LKR
18-Apr-2018,6784.9  LKR
17-Apr-2018,6737.5  LKR
16-Apr-2018,6756.1  LKR
13-Apr-2018,6719.7  LKR
12-Apr-2018,6703.6  LKR
11-Apr-2018,6751  LKR
10-Apr-2018,6685.6  LKR
09-Apr-2018,6651.1  LKR
06-Apr-2018,6642.6  LKR
05-Apr-2018,6629.8  LKR
04-Apr-2018,6694.5  LKR
03-Apr-2018,6669.3  LKR
02-Apr-2018,6596.6  LKR
30-Mar-2018,6614  LKR
29-Mar-2018,6616.6  LKR
28-Mar-2018,6659.1  LKR
27-Mar-2018,6720.5  LKR
26-Mar-2018,6775.3  LKR
23-Mar-2018,6750.2  LKR
22-Mar-2018,6661.4  LKR
21-Mar-2018,6619.3  LKR
20-Mar-2018,6569.2  LKR
19-Mar-2018,6576.6  LKR
16-Mar-2018,6562.1  LKR
15-Mar-2018,6605.5  LKR
14-Mar-2018,6621.9  LKR
13-Mar-2018,6612.8  LKR
12-Mar-2018,6591  LKR
09-Mar-2018,6591.4  LKR
08-Mar-2018,6591.3  LKR
07-Mar-2018,6630.2  LKR
06-Mar-2018,6628.2  LKR
05-Mar-2018,6568  LKR
02-Mar-2018,6584.6  LKR
01-Mar-2018,6508.4  LKR
28-Feb-2018,6558.2  LKR
27-Feb-2018,6592.4  LKR
26-Feb-2018,6631  LKR
23-Feb-2018,6615.3  LKR
22-Feb-2018,6618.2  LKR
21-Feb-2018,6630.2  LKR
20-Feb-2018,6687.5  LKR
19-Feb-2018,6721.2  LKR
16-Feb-2018,6736.9  LKR
15-Feb-2018,6725.6  LKR
14-Feb-2018,6673.8  LKR
13-Feb-2018,6592.6  LKR
12-Feb-2018,6577.4  LKR
09-Feb-2018,6510.9  LKR
08-Feb-2018,6518  LKR
07-Feb-2018,6576.8  LKR
06-Feb-2018,6611.1  LKR
05-Feb-2018,6605.8  LKR
02-Feb-2018,6590.7  LKR
01-Feb-2018,6636  LKR
31-Jan-2018,6640.3  LKR
30-Jan-2018,6647.9  LKR
29-Jan-2018,6632  LKR
26-Jan-2018,6676.6  LKR
25-Jan-2018,6687.2  LKR
24-Jan-2018,6681.5  LKR
23-Jan-2018,6598.4  LKR
22-Jan-2018,6589.3  LKR
19-Jan-2018,6594.9  LKR
18-Jan-2018,6580.5  LKR
17-Jan-2018,6589.8  LKR
16-Jan-2018,6590.8  LKR
15-Jan-2018,6613.1  LKR
12-Jan-2018,6556.3  LKR
11-Jan-2018,6530.2  LKR
10-Jan-2018,6515.2  LKR
09-Jan-2018,6472.4  LKR
08-Jan-2018,6516.1  LKR
05-Jan-2018,6491.8  LKR
04-Jan-2018,6483.3  LKR
03-Jan-2018,6487.8  LKR
02-Jan-2018,6467  LKR
01-Jan-2018,6351.9  LKR
29-Dec-2017,6360.8  LKR
28-Dec-2017,6357.5  LKR
27-Dec-2017,6260.1  LKR
26-Dec-2017,6198.4  LKR
25-Dec-2017,6196  LKR
22-Dec-2017,6208.1  LKR
21-Dec-2017,6208.1  LKR
20-Dec-2017,6214.6  LKR
19-Dec-2017,6195.6  LKR
18-Dec-2017,6198.5  LKR
15-Dec-2017,6167.8  LKR
14-Dec-2017,6152.1  LKR
13-Dec-2017,6111  LKR
12-Dec-2017,6098.4  LKR
11-Dec-2017,6129.1  LKR
08-Dec-2017,6150.7  LKR
07-Dec-2017,6179.4  LKR
06-Dec-2017,6220.2  LKR
05-Dec-2017,6233.8  LKR
04-Dec-2017,6277.2  LKR
01-Dec-2017,6291  LKR
30-Nov-2017,6311.7  LKR
29-Nov-2017,6337.5  LKR
28-Nov-2017,6377.8  LKR
27-Nov-2017,6385  LKR
24-Nov-2017,6369.5  LKR
23-Nov-2017,6367.1  LKR
22-Nov-2017,6351.2  LKR
21-Nov-2017,6334.4  LKR
20-Nov-2017,6348.3  LKR
17-Nov-2017,6335  LKR
16-Nov-2017,6313.6  LKR
15-Nov-2017,6330.6  LKR
14-Nov-2017,6284.9  LKR
13-Nov-2017,6302.6  LKR
10-Nov-2017,6328  LKR
09-Nov-2017,6334.8  LKR
08-Nov-2017,6321.4  LKR
07-Nov-2017,6282.1  LKR
06-Nov-2017,6265.8  LKR
03-Nov-2017,6246.8  LKR
02-Nov-2017,6307.2  LKR
01-Nov-2017,6298.6  LKR
31-Oct-2017,6263.4  LKR
30-Oct-2017,6271.3  LKR
27-Oct-2017,6242.3  LKR
26-Oct-2017,6279.9  LKR
25-Oct-2017,6296.3  LKR
24-Oct-2017,6302.2  LKR
23-Oct-2017,6290.5  LKR
20-Oct-2017,6320.7  LKR
19-Oct-2017,6345.2  LKR
18-Oct-2017,6313.7  LKR
17-Oct-2017,6335.8  LKR
16-Oct-2017,6426.4  LKR
12-Oct-2017,6366.6  LKR
11-Oct-2017,6351.3  LKR
10-Oct-2017,6361.1  LKR
09-Oct-2017,6294.3  LKR
06-Oct-2017,6208.8  LKR
05-Oct-2017,6275.4  LKR
04-Oct-2017,6270.9  LKR
03-Oct-2017,6253.3  LKR
02-Oct-2017,6260  LKR
29-Sep-2017,6305  LKR
28-Sep-2017,6307.9  LKR
27-Sep-2017,6303.1  LKR
26-Sep-2017,6385.4  LKR
25-Sep-2017,6351.4  LKR
22-Sep-2017,6349.2  LKR
21-Sep-2017,6336.8  LKR
20-Sep-2017,6427.1  LKR
19-Sep-2017,6437.7  LKR
18-Sep-2017,6444.5  LKR
15-Sep-2017,6492.7  LKR
14-Sep-2017,6501  LKR
13-Sep-2017,6520.8  LKR
12-Sep-2017,6508.5  LKR
11-Sep-2017,6544.5  LKR
08-Sep-2017,6602.3  LKR
07-Sep-2017,6585  LKR
06-Sep-2017,6556.4  LKR
05-Sep-2017,6536.1  LKR
04-Sep-2017,6522.9  LKR
01-Sep-2017,6477.7  LKR
31-Aug-2017,6433.1  LKR
30-Aug-2017,6419.7  LKR
29-Aug-2017,6469.5  LKR
28-Aug-2017,6310  LKR
25-Aug-2017,6312.5  LKR
24-Aug-2017,6330.7  LKR
23-Aug-2017,6317.9  LKR
21-Aug-2017,6356  LKR
18-Aug-2017,6377  LKR
17-Aug-2017,6324.1  LKR
16-Aug-2017,6259.8  LKR
15-Aug-2017,6247.8  LKR
14-Aug-2017,6303.9  LKR
11-Aug-2017,6318.5  LKR
10-Aug-2017,6185.8  LKR
09-Aug-2017,6119.5  LKR
08-Aug-2017,6077  LKR
07-Aug-2017,6195.8  LKR
04-Aug-2017,6194.3  LKR
03-Aug-2017,6243.9  LKR
02-Aug-2017,6257  LKR
01-Aug-2017,6255.1  LKR
31-Jul-2017,6247.7  LKR
28-Jul-2017,6241.9  LKR
27-Jul-2017,6221.6  LKR
26-Jul-2017,6154.2  LKR
25-Jul-2017,6182.9  LKR
24-Jul-2017,6189  LKR
21-Jul-2017,6158.1  LKR
20-Jul-2017,6109.9  LKR
19-Jul-2017,6130.1  LKR
18-Jul-2017,6125.2  LKR
17-Jul-2017,6080.4  LKR
14-Jul-2017,6068.8  LKR
13-Jul-2017,6011.4  LKR
12-Jul-2017,6014.1  LKR
11-Jul-2017,5975.8  LKR
10-Jul-2017,5978.8  LKR
07-Jul-2017,5996.2  LKR
06-Jul-2017,6039  LKR
05-Jul-2017,6022.6  LKR
04-Jul-2017,6035.3  LKR
03-Jul-2017,6058.5  LKR
30-Jun-2017,6122.6  LKR
29-Jun-2017,6127.2  LKR
28-Jun-2017,6142.9  LKR
27-Jun-2017,6148.5  LKR
26-Jun-2017,6125.8  LKR
23-Jun-2017,6178  LKR
22-Jun-2017,6150.7  LKR
21-Jun-2017,6110.3  LKR
20-Jun-2017,6108.8  LKR
19-Jun-2017,6129.6  LKR
16-Jun-2017,6168.9  LKR
15-Jun-2017,6151.8  LKR
14-Jun-2017,6264.4  LKR
13-Jun-2017,6186.9  LKR
12-Jun-2017,6205.8  LKR
09-Jun-2017,6209.4  LKR
08-Jun-2017,6219.5  LKR
07-Jun-2017,6335.5  LKR
06-Jun-2017,6344.3  LKR
05-Jun-2017,6280.3  LKR
02-Jun-2017,6264.9  LKR
01-Jun-2017,6204.3  LKR
31-May-2017,6210.2  LKR
30-May-2017,6194.6  LKR
29-May-2017,6204.5  LKR
26-May-2017,6191.1  LKR
25-May-2017,6168  LKR
24-May-2017,6141.6  LKR
23-May-2017,6181.1  LKR
22-May-2017,6174.1  LKR
18-May-2017,6155.6  LKR
17-May-2017,6163  LKR
16-May-2017,6049.2  LKR
15-May-2017,6040.9  LKR
12-May-2017,6031.6  LKR
11-May-2017,5990.8  LKR
10-May-2017,5991  LKR
09-May-2017,5970.6  LKR
08-May-2017,6020.6  LKR
05-May-2017,6011.2  LKR
04-May-2017,6014  LKR
02-May-2017,6128  LKR
01-May-2017,6207.7  LKR
28-Apr-2017,6199.2  LKR
27-Apr-2017,6179.3  LKR
26-Apr-2017,6165.3  LKR
25-Apr-2017,6183.4  LKR
24-Apr-2017,6203.8  LKR
21-Apr-2017,6272.5  LKR
20-Apr-2017,6259.3  LKR
19-Apr-2017,6260  LKR
18-Apr-2017,6248.1  LKR
17-Apr-2017,6264  LKR
14-Apr-2017,6268.1  LKR
13-Apr-2017,6272.6  LKR
12-Apr-2017,6226.6  LKR
11-Apr-2017,6126  LKR
10-Apr-2017,6090  LKR
07-Apr-2017,6171.5  LKR
06-Apr-2017,6104.8  LKR
05-Apr-2017,6070.1  LKR
04-Apr-2017,6133.9  LKR
03-Apr-2017,6085.2  LKR
31-Mar-2017,6079.1  LKR
30-Mar-2017,6096.4  LKR
29-Mar-2017,6110.4  LKR
28-Mar-2017,6134  LKR
27-Mar-2017,6133.4  LKR
24-Mar-2017,6077.2  LKR
23-Mar-2017,6084.4  LKR
22-Mar-2017,6087.1  LKR
21-Mar-2017,6048.1  LKR
20-Mar-2017,6016.3  LKR
17-Mar-2017,6012.5  LKR
16-Mar-2017,6008.1  LKR
15-Mar-2017,5853  LKR
14-Mar-2017,5871.7  LKR
13-Mar-2017,5851  LKR
10-Mar-2017,5849.1  LKR
09-Mar-2017,5868  LKR
08-Mar-2017,5873.1  LKR
07-Mar-2017,5915.6  LKR
06-Mar-2017,5976.8  LKR
03-Mar-2017,5955.2  LKR
02-Mar-2017,6009.5  LKR
01-Mar-2017,6031.9  LKR
28-Feb-2017,6111  LKR
27-Feb-2017,6133.3  LKR
24-Feb-2017,6109.2  LKR
23-Feb-2017,6093.6  LKR
22-Feb-2017,6053.3  LKR
21-Feb-2017,6009.9  LKR
20-Feb-2017,6002.1  LKR
17-Feb-2017,6011.9  LKR
16-Feb-2017,6001.5  LKR
15-Feb-2017,5917.5  LKR
14-Feb-2017,5974.3  LKR
13-Feb-2017,5909.5  LKR
10-Feb-2017,5945.8  LKR
09-Feb-2017,5980.6  LKR
08-Feb-2017,6011.4  LKR
07-Feb-2017,5954.9  LKR
06-Feb-2017,5931.6  LKR
03-Feb-2017,5869.1  LKR
02-Feb-2017,5902.9  LKR
01-Feb-2017,5818.4  LKR
31-Jan-2017,5857.2  LKR
30-Jan-2017,5754.4  LKR
27-Jan-2017,5720.3  LKR
26-Jan-2017,5748.6  LKR
25-Jan-2017,5772  LKR
24-Jan-2017,5863.2  LKR
23-Jan-2017,5846.5  LKR
20-Jan-2017,5784.5  LKR
19-Jan-2017,5763.6  LKR
18-Jan-2017,5859.2  LKR
17-Jan-2017,5858  LKR
16-Jan-2017,5790.9  LKR
13-Jan-2017,5728.5  LKR
12-Jan-2017,5800.4  LKR
11-Jan-2017,5676.2  LKR
10-Jan-2017,5712.2  LKR
09-Jan-2017,5669.9  LKR
06-Jan-2017,5658.5  LKR
05-Jan-2017,5648.4  LKR
04-Jan-2017,5608.9  LKR
03-Jan-2017,5541.3  LKR
02-Jan-2017,5509.8  LKR
30-Dec-2016,5506.7  LKR
29-Dec-2016,5508.9  LKR
28-Dec-2016,5452.9  LKR
27-Dec-2016,5432.9  LKR
26-Dec-2016,5437.5  LKR
23-Dec-2016,5439.5  LKR
22-Dec-2016,5433.6  LKR
21-Dec-2016,5411.6  LKR
20-Dec-2016,5396.4  LKR
19-Dec-2016,5437.1  LKR
16-Dec-2016,5413.4  LKR
15-Dec-2016,5380.7  LKR
14-Dec-2016,5545.1  LKR
13-Dec-2016,5534.9  LKR
12-Dec-2016,5531  LKR
09-Dec-2016,5561.1  LKR
08-Dec-2016,5590.7  LKR
07-Dec-2016,5619.5  LKR
06-Dec-2016,5604.2  LKR
05-Dec-2016,5536.5  LKR
02-Dec-2016,5600.3  LKR
01-Dec-2016,5529.2  LKR
30-Nov-2016,5623.8  LKR
29-Nov-2016,5671.2  LKR
28-Nov-2016,5665.5  LKR
25-Nov-2016,5662.5  LKR
24-Nov-2016,5641.8  LKR
23-Nov-2016,5643.3  LKR
22-Nov-2016,5780.8  LKR
21-Nov-2016,5778.4  LKR
18-Nov-2016,5775.2  LKR
17-Nov-2016,5840.8  LKR
16-Nov-2016,5840.7  LKR
15-Nov-2016,5834.9  LKR
14-Nov-2016,5758.8  LKR
11-Nov-2016,5863  LKR
10-Nov-2016,6008.4  LKR
09-Nov-2016,6097.8  LKR
08-Nov-2016,6086.6  LKR
07-Nov-2016,6090.4  LKR
04-Nov-2016,6193.9  LKR
03-Nov-2016,6196.7  LKR
02-Nov-2016,6197.6  LKR
01-Nov-2016,6123  LKR
31-Oct-2016,6040.6  LKR
28-Oct-2016,6048.4  LKR
27-Oct-2016,6029.3  LKR
26-Oct-2016,5988.8  LKR
25-Oct-2016,6019.5  LKR
24-Oct-2016,5968.9  LKR
21-Oct-2016,5988.5  LKR
20-Oct-2016,5976.7  LKR
19-Oct-2016,5993.8  LKR
18-Oct-2016,5942.7  LKR
17-Oct-2016,5914.8  LKR
14-Oct-2016,5899.2  LKR
13-Oct-2016,5947.1  LKR
12-Oct-2016,5926  LKR
11-Oct-2016,5908.8  LKR
10-Oct-2016,5943.4  LKR
07-Oct-2016,5927.5  LKR
06-Oct-2016,5903.9  LKR
05-Oct-2016,5976.9  LKR
04-Oct-2016,6040.9  LKR
03-Oct-2016,6146.7  LKR
30-Sep-2016,6222.2  LKR
29-Sep-2016,6206.4  LKR
28-Sep-2016,6221.2  LKR
27-Sep-2016,6238.3  LKR
26-Sep-2016,6294  LKR
23-Sep-2016,6287.9  LKR
22-Sep-2016,6283.6  LKR
21-Sep-2016,6210.6  LKR
20-Sep-2016,6149.5  LKR
19-Sep-2016,6170.6  LKR
16-Sep-2016,6119.7  LKR
15-Sep-2016,6123.2  LKR
14-Sep-2016,6165.9  LKR
13-Sep-2016,6167.3  LKR
12-Sep-2016,6175.6  LKR
09-Sep-2016,6216.2  LKR
08-Sep-2016,6268.8  LKR
07-Sep-2016,6294.3  LKR
06-Sep-2016,6246.1  LKR
05-Sep-2016,6213.9  LKR
02-Sep-2016,6193.5  LKR
01-Sep-2016,6120.9  LKR
31-Aug-2016,6116  LKR
30-Aug-2016,6165.8  LKR
29-Aug-2016,6220  LKR
26-Aug-2016,6166.1  LKR
25-Aug-2016,6167  LKR
24-Aug-2016,6199  LKR
23-Aug-2016,6268.7  LKR
22-Aug-2016,6239.4  LKR
19-Aug-2016,6291.7  LKR
18-Aug-2016,6280.6  LKR
17-Aug-2016,6255.2  LKR
16-Aug-2016,6272.7  LKR
15-Aug-2016,6252.1  LKR
12-Aug-2016,6312.9  LKR
11-Aug-2016,6334.2  LKR
10-Aug-2016,6299.7  LKR
09-Aug-2016,6268.8  LKR
08-Aug-2016,6280.7  LKR
05-Aug-2016,6266.6  LKR
04-Aug-2016,6382.5  LKR
03-Aug-2016,6374.9  LKR
02-Aug-2016,6395.1  LKR
01-Aug-2016,6281.1  LKR
29-Jul-2016,6284  LKR
28-Jul-2016,6278.8  LKR
27-Jul-2016,6231.1  LKR
26-Jul-2016,6208.7  LKR
25-Jul-2016,6171.7  LKR
22-Jul-2016,6195.6  LKR
21-Jul-2016,6201.5  LKR
20-Jul-2016,6145.8  LKR
19-Jul-2016,6243.6  LKR
18-Jul-2016,6308.8  LKR
15-Jul-2016,6205.5  LKR
14-Jul-2016,6202.1  LKR
13-Jul-2016,6312.1  LKR
12-Jul-2016,6280.1  LKR
11-Jul-2016,6339.9  LKR
08-Jul-2016,6339  LKR
07-Jul-2016,6342.2  LKR
06-Jul-2016,6429.2  LKR
05-Jul-2016,6344.1  LKR
04-Jul-2016,6321.3  LKR
01-Jul-2016,6262  LKR
30-Jun-2016,6217.6  LKR
29-Jun-2016,6265.7  LKR
28-Jun-2016,6221.7  LKR
27-Jun-2016,6208.1  LKR
24-Jun-2016,6210.4  LKR
23-Jun-2016,5955.3  LKR
22-Jun-2016,5932.1  LKR
21-Jun-2016,5950.1  LKR
20-Jun-2016,5965.1  LKR
17-Jun-2016,6026.4  LKR
16-Jun-2016,6098.6  LKR
15-Jun-2016,5964.3  LKR
14-Jun-2016,5980.3  LKR
13-Jun-2016,5958.4  LKR
10-Jun-2016,5965.3  LKR
09-Jun-2016,5904.5  LKR
08-Jun-2016,5913.1  LKR
07-Jun-2016,5816.1  LKR
06-Jun-2016,5885.8  LKR
03-Jun-2016,5890.4  LKR
02-Jun-2016,5771.2  LKR
01-Jun-2016,5778.8  LKR
31-May-2016,5752.6  LKR
30-May-2016,5745.4  LKR
27-May-2016,5737.2  LKR
26-May-2016,5764.8  LKR
25-May-2016,5750.6  LKR
24-May-2016,5838.7  LKR
23-May-2016,5871.8  LKR
20-May-2016,5908.9  LKR
19-May-2016,5815.3  LKR
18-May-2016,5985.6  LKR
17-May-2016,6004.9  LKR
16-May-2016,6029.3  LKR
13-May-2016,5927.1  LKR
12-May-2016,5998.6  LKR
11-May-2016,5979.6  LKR
10-May-2016,5917.2  LKR
09-May-2016,5923.8  LKR
06-May-2016,6054.7  LKR
05-May-2016,5993.6  LKR
04-May-2016,5997.5  LKR
03-May-2016,6074  LKR
02-May-2016,5989.6  LKR
29-Apr-2016,6030.5  LKR
28-Apr-2016,5896.9  LKR
27-Apr-2016,5865.5  LKR
26-Apr-2016,5828.1  LKR
25-Apr-2016,5811.6  LKR
22-Apr-2016,5846.8  LKR
21-Apr-2016,5868  LKR
20-Apr-2016,5874.3  LKR
19-Apr-2016,5851.5  LKR
18-Apr-2016,5744.7  LKR
15-Apr-2016,5754.5  LKR
14-Apr-2016,5786.7  LKR
13-Apr-2016,5803.1  LKR
12-Apr-2016,5833.1  LKR
11-Apr-2016,5831.4  LKR
08-Apr-2016,5777.8  LKR
07-Apr-2016,5754.6  LKR
06-Apr-2016,5669.7  LKR
05-Apr-2016,5735.6  LKR
04-Apr-2016,5727.4  LKR
01-Apr-2016,5715.5  LKR
31-Mar-2016,5924.6  LKR
30-Mar-2016,5877.9  LKR
29-Mar-2016,5780.6  LKR
28-Mar-2016,5756  LKR
25-Mar-2016,5757  LKR
24-Mar-2016,5739.6  LKR
23-Mar-2016,5681  LKR
22-Mar-2016,5848.1  LKR
21-Mar-2016,5801.4  LKR
18-Mar-2016,5839.8  LKR
17-Mar-2016,5895.1  LKR
16-Mar-2016,5715.1  LKR
15-Mar-2016,5730.8  LKR
14-Mar-2016,5764.4  LKR
11-Mar-2016,5886.8  LKR
10-Mar-2016,5894.1  LKR
09-Mar-2016,5799.6  LKR
08-Mar-2016,5896.6  LKR
07-Mar-2016,5885.2  LKR
04-Mar-2016,5931.8  LKR
03-Mar-2016,5803.4  LKR
02-Mar-2016,5750.4  LKR
01-Mar-2016,5734.5  LKR
29-Feb-2016,5782.7  LKR
26-Feb-2016,5680  LKR
25-Feb-2016,5715.3  LKR
24-Feb-2016,5792.1  LKR
23-Feb-2016,5644.6  LKR
22-Feb-2016,5589.4  LKR
19-Feb-2016,5700.9  LKR
18-Feb-2016,5599  LKR
17-Feb-2016,5601.1  LKR
16-Feb-2016,5593.9  LKR
15-Feb-2016,5599.5  LKR
12-Feb-2016,5733.4  LKR
11-Feb-2016,5742.4  LKR
10-Feb-2016,5497.8  LKR
09-Feb-2016,5507  LKR
08-Feb-2016,5518.4  LKR
05-Feb-2016,5315.5  LKR
04-Feb-2016,5353.6  LKR
03-Feb-2016,5231.1  LKR
02-Feb-2016,5218.2  LKR
01-Feb-2016,5250.9  LKR
29-Jan-2016,5138.6  LKR
28-Jan-2016,5146.1  LKR
27-Jan-2016,5164.1  LKR
26-Jan-2016,5150.5  LKR
25-Jan-2016,5133.6  LKR
22-Jan-2016,5071.9  LKR
